Order Date,Ship Date,Ship Mode,Country/Region,City,State/Province,Postal Code,Division,Region,Product Name,Sales,Units,Gross Profit,Cost,Factory,Unit Price,Unit Cost,Latitude,Longitude,Target
2021-01-21,2021-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-01-21,2022-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-01-21,2022-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-01-21,2022-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-01-21,2022-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-01-21,2022-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-04-30,2022-05-05,Standard Class,United States,Lawrence,Massachusetts,01841,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-04-30,2022-05-05,Standard Class,United States,Lawrence,Massachusetts,01841,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-04-30,2022-05-05,Standard Class,United States,Lawrence,Massachusetts,01841,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-04-30,2022-05-05,Standard Class,United States,Lawrence,Massachusetts,01841,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-04-30,2022-05-05,Standard Class,United States,Lawrence,Massachusetts,01841,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-01-21,2023-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-01-21,2023-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-01-21,2023-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-01-21,2023-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-01-21,2023-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-09-18,2023-09-23,Standard Class,United States,San Diego,California,92105,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-09-18,2023-09-23,Standard Class,United States,San Diego,California,92105,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-09-18,2023-09-23,Standard Class,United States,San Diego,California,92105,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-01-21,2024-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-01-21,2024-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-01-21,2024-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-01-21,2024-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-01-21,2024-01-25,Standard Class,Canada,Toronto,Ontario,M7A,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-10-02,2024-10-07,Second Class,United States,Montgomery,Alabama,36116,Other,Gulf,Lickable Wallpaper,40.0,2,20.0,20.0,Secret Factory,20.0,10.0,41.446333,-90.565487,3000
2024-10-13,2024-10-21,Standard Class,United States,Sacramento,California,95823,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-10-13,2024-10-21,Standard Class,United States,Sacramento,California,95823,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-10-13,2024-10-21,Standard Class,United States,Sacramento,California,95823,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-10-30,2024-11-04,Standard Class,United States,Vancouver,Washington,98661,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-11-18,2024-11-24,Standard Class,United States,Lakewood,Ohio,44107,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-08-16,2022-08-21,Standard Class,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-08-16,2022-08-21,Standard Class,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-12-27,2024-01-03,Standard Class,United States,Louisville,Kentucky,40214,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-04-21,2024-04-25,First Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-04-21,2024-04-25,First Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-07-27,2024-08-02,Second Class,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-08-07,2024-08-13,Standard Class,United States,Long Beach,New York,11561,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-08-07,2024-08-13,Standard Class,United States,Long Beach,New York,11561,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,36.0,10,25.0,11.0,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-10-14,2024-10-18,First Class,United States,Oakland,California,94601,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-12-25,2024-12-29,Second Class,United States,Louisville,Kentucky,40214,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-12-25,2024-12-29,Second Class,United States,Louisville,Kentucky,40214,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-03-21,2022-03-27,Standard Class,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-03-21,2022-03-27,Standard Class,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-03-21,2022-03-27,Standard Class,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,52.5,14,34.3,18.2,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-12-10,2022-12-16,Standard Class,United States,Chicago,Illinois,60610,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2023-05-09,2023-05-16,Standard Class,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-05-09,2023-05-16,Standard Class,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-09-25,2023-10-02,Standard Class,United States,San Francisco,California,94109,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2021-03-11,2021-03-15,Second Class,United States,New York City,New York,10024,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,48.86,14,34.86,14.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-02-20,2022-02-24,Second Class,United States,Perth Amboy,New Jersey,08861,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-10-12,2022-10-18,Standard Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-10-12,2022-10-18,Standard Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-12-29,2023-12-31,First Class,United States,Aurora,Illinois,60505,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-05-30,2024-06-04,Standard Class,United States,San Diego,California,92037,Chocolate,Pacific,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-11-20,2024-11-26,Standard Class,United States,Ontario,California,91761,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-11-24,2024-12-02,Standard Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-11-24,2024-12-02,Standard Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-11-24,2024-12-02,Standard Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-11-24,2024-12-02,Standard Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2021-03-31,2021-04-05,Standard Class,United States,Miami,Florida,33180,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-11-07,2022-11-10,Second Class,United States,Los Angeles,California,90036,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-11-07,2022-11-12,Standard Class,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2023-02-06,2023-02-12,Standard Class,United States,Chattanooga,Tennessee,37421,Chocolate,Gulf,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-07-11,2024-07-19,Standard Class,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-07-11,2024-07-19,Standard Class,United States,Los Angeles,California,90049,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-09-24,2024-09-29,Standard Class,United States,Saint Cloud,Minnesota,56301,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-09-24,2024-09-29,Standard Class,United States,Saint Cloud,Minnesota,56301,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-09-24,2024-09-29,Standard Class,United States,Saint Cloud,Minnesota,56301,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-12-26,2025-01-02,Standard Class,United States,Odessa,Texas,79762,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2021-08-26,2021-09-02,Standard Class,United States,Newark,Delaware,19711,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2021-08-26,2021-09-02,Standard Class,United States,Newark,Delaware,19711,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2021-08-26,2021-09-02,Standard Class,United States,Newark,Delaware,19711,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2021-12-27,2022-01-02,Second Class,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2021-12-27,2022-01-02,Second Class,United States,Cleveland,Ohio,44105,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-01-31,2022-02-06,Second Class,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-01-31,2022-02-06,Second Class,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-01-31,2022-02-06,Second Class,United States,Minneapolis,Minnesota,55407,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-02-14,2022-02-20,Standard Class,United States,Akron,Ohio,44312,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-02-14,2022-02-20,Standard Class,United States,Akron,Ohio,44312,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-02-14,2022-02-20,Standard Class,United States,Akron,Ohio,44312,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-02-14,2022-02-20,Standard Class,United States,Akron,Ohio,44312,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-02-14,2022-02-20,Standard Class,United States,Akron,Ohio,44312,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-05-28,2022-06-02,Standard Class,United States,Freeport,New York,11520,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-05-28,2022-06-02,Standard Class,United States,Freeport,New York,11520,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-05-29,2022-06-04,Standard Class,United States,Indianapolis,Indiana,46203,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2022-07-02,2022-07-10,Standard Class,United States,Hollywood,Florida,33021,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-07-02,2022-07-10,Standard Class,United States,Hollywood,Florida,33021,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-09-06,2023-09-12,Standard Class,United States,Thomasville,North Carolina,27360,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-09-06,2023-09-12,Standard Class,United States,Thomasville,North Carolina,27360,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-03-09,2024-03-14,Standard Class,United States,Los Angeles,California,90008,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-03-09,2024-03-14,Standard Class,United States,Los Angeles,California,90008,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-11-20,2022-11-26,Standard Class,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-11-20,2022-11-26,Standard Class,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2022-11-20,2022-11-26,Standard Class,United States,Seattle,Washington,98105,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-09-03,2024-09-07,Second Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-09-03,2024-09-07,Second Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2024-09-03,2024-09-07,Second Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-09-03,2024-09-07,Second Class,United States,New York City,New York,10035,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2024-09-04,2024-09-06,First Class,United States,Apple Valley,California,92307,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2024-09-04,2024-09-06,First Class,United States,Apple Valley,California,92307,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2021-04-04,2021-04-09,Standard Class,United States,Lafayette,Louisiana,70506,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,Lot's O' Nuts,3.6,1.2,32.881893,-111.768036,27000
2021-04-04,2021-04-09,Standard Class,United States,Lafayette,Louisiana,70506,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2021-04-04,2021-04-09,Standard Class,United States,Lafayette,Louisiana,70506,Other,Gulf,Wonka Gum,6.25,5,3.25,3.0,Secret Factory,1.25,0.6,41.446333,-90.565487,3000
2021-04-04,2021-04-09,Standard Class,United States,Lafayette,Louisiana,70506,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2021-08-17,2021-08-24,Standard Class,United States,Houston,Texas,77095,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2021-12-16,2021-12-21,Second Class,United States,Hialeah,Florida,33012,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
2021-12-16,2021-12-21,Second Class,United States,Hialeah,Florida,33012,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-03-10,2022-03-11,Same Day,United States,Clinton,Maryland,20735,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-04-30,2022-05-07,Standard Class,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2022-04-30,2022-05-07,Standard Class,United States,San Francisco,California,94110,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-09-04,2022-09-10,Standard Class,United States,Medford,Oregon,97504,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2022-11-14,2022-11-18,First Class,United States,Springfield,Oregon,97477,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2022-11-14,2022-11-18,First Class,United States,Springfield,Oregon,97477,Other,Pacific,Kazookles,9.75,3,0.75,9.0,The Other Factory,3.25,3.0,35.1175,-89.971107,3000
2022-11-14,2022-11-18,First Class,United States,Springfield,Oregon,97477,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-01-10,2023-01-18,Standard Class,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-01-10,2023-01-18,Standard Class,United States,Seattle,Washington,98115,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-09-08,2023-09-13,Standard Class,United States,Dallas,Texas,75081,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2023-09-08,2023-09-13,Standard Class,United States,Dallas,Texas,75081,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2023-12-09,2023-12-14,Standard Class,United States,Fremont,Nebraska,68025,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,Lot's O' Nuts,3.49,1.0,32.881893,-111.768036,27000
2023-12-09,2023-12-14,Standard Class,United States,Fremont,Nebraska,68025,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,Lot's O' Nuts,3.6,1.1,32.881893,-111.768036,27000
2024-03-12,2024-03-18,Standard Class,United States,Lowell,Massachusetts,01852,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-05-14,2024-05-20,Standard Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,Wicked Choccy's,3.25,1.14,32.076176,-81.088371,27000
2024-05-14,2024-05-20,Standard Class,United States,Seattle,Washington,98103,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,Wicked Choccy's,3.75,1.3,32.076176,-81.088371,27000
